,original_text,reframed_text,strategy,original_with_label,strategy2,strategy_reframe
376,Typical me to not do any homework and wait until last minute why do I do this every time,"I changed, now I do my homework in advance.",['growth'],Typical me to not do any homework and wait until last minute why do I do this every time Strategy: ['growth'],['growth'] ,"['growth'] I changed, now I do my homework in advance."
377,10 stitches in my finger my handwriting is type FUCKED UP rn struggling writinghand cantholdafuckingpen,"I know that my hand will eventually heal, and I will feel much better.",['optimism'],10 stitches in my finger my handwriting is type FUCKED UP rn struggling writinghand cantholdafuckingpen Strategy: ['optimism'],['optimism'] ,"['optimism'] I know that my hand will eventually heal, and I will feel much better."
378,Arghhhhhh some people really grind my gears Supposed to be helping people and don't help one bit :(,"Some people are so irritating, but I'm going to persevere and learn from this experience while trying to help people.",['growth'],Arghhhhhh some people really grind my gears Supposed to be helping people and don't help one bit :( Strategy: ['growth'],['growth'] ,"['growth'] Some people are so irritating, but I'm going to persevere and learn from this experience while trying to help people."
379,Wowzersthis school. They just realized I was behind on 2 credits from three years ago. wtf,The school just told me that I was behind on a few credits from years ago. It'll be fun to take classes again to make it up.,"['growth', 'optimism']","Wowzersthis school. They just realized I was behind on 2 credits from three years ago. wtf Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] The school just told me that I was behind on a few credits from years ago. It'll be fun to take classes again to make it up."
380,I swear to get one of these days I'll just go to college I'm my pjs. tired,I'm excited to go to college in my PJs and no one can stop me.,['neutralizing'],I swear to get one of these days I'll just go to college I'm my pjs. tired Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] I'm excited to go to college in my PJs and no one can stop me.
381,Worst day EVER. Only one thing for it. Getting ma nails did on Thursday! bluemonday manicuresmakeitbetter,Today was made a lot better knowing that I'll be getting my nails done on Thursday.,"['neutralizing', 'optimism']","Worst day EVER. Only one thing for it. Getting ma nails did on Thursday! bluemonday manicuresmakeitbetter Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] Today was made a lot better knowing that I'll be getting my nails done on Thursday."
382,I'm going to have to make it until Sunday Then hopefully i can make things right.,I am waiting for Sunday to make things right.,['neutralizing'],I'm going to have to make it until Sunday Then hopefully i can make things right. Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] I am waiting for Sunday to make things right.
383,all those people going the same speed on the a66 and its me they pick out Fuming,I got caught for speeding but I will know to go less fast next time.,"['growth', 'neutralizing', 'optimism']","all those people going the same speed on the a66 and its me they pick out Fuming Strategy: ['growth', 'neutralizing', 'optimism']","['growth', 'neutralizing', 'optimism'] ","['growth', 'neutralizing', 'optimism'] I got caught for speeding but I will know to go less fast next time."
384,5 paragraphs out of 8 and I have completely given up in my junior paper failing crying,I have a few paragraphs done so I am glad for the work I have put in.,['thankfulness'],5 paragraphs out of 8 and I have completely given up in my junior paper failing crying Strategy: ['thankfulness'],['thankfulness'] ,['thankfulness'] I have a few paragraphs done so I am glad for the work I have put in.
385,I seriously need to get my D up. smh notme straightAstudent this cant be happening.,I must work hard to improve myself.,['growth'],I seriously need to get my D up. smh notme straightAstudent this cant be happening. Strategy: ['growth'],['growth'] ,['growth'] I must work hard to improve myself.
386,Really wish I was built to let things roll off my back instead of carrying the weight of worry.,"I need to relax more and just let things work themselves out, I won't last long if I keep carrying all this worry with me.","['growth', 'neutralizing', 'optimism']","Really wish I was built to let things roll off my back instead of carrying the weight of worry. Strategy: ['growth', 'neutralizing', 'optimism']","['growth', 'neutralizing', 'optimism'] ","['growth', 'neutralizing', 'optimism'] I need to relax more and just let things work themselves out, I won't last long if I keep carrying all this worry with me."
387,Thinking of all the things I need to do is making me want to cry!,"I am very busy, but I know that this is fleeting and soon everything will be back to normal.",['impermanence'],Thinking of all the things I need to do is making me want to cry! Strategy: ['impermanence'],['impermanence'] ,"['impermanence'] I am very busy, but I know that this is fleeting and soon everything will be back to normal."
388,It's sad that 2017 is here and I feel like I already want to let everything go,I hope 2017 brings with it better luck for me.,"['impermanence', 'optimism']","It's sad that 2017 is here and I feel like I already want to let everything go Strategy: ['impermanence', 'optimism']","['impermanence', 'optimism'] ","['impermanence', 'optimism'] I hope 2017 brings with it better luck for me."
389,"When ppl ask u how are u.,. n you're like I'm doing great but ur mind is like.,.ooh i'm sad","I have not always been honest with my feelings, but I can take steps to be more authentic.",['growth'],"When ppl ask u how are u.,. n you're like I'm doing great but ur mind is like.,.ooh i'm sad Strategy: ['growth']",['growth'] ,"['growth'] I have not always been honest with my feelings, but I can take steps to be more authentic."
390,"I'm so drained. Almost sick. Like a headache and nausea, but and depressed. I just wanna laydown for ever lolbs",I'm feeling really down but things can only go up from here once I take a few days to rest and recover.,"['neutralizing', 'optimism']","I'm so drained. Almost sick. Like a headache and nausea, but and depressed. I just wanna laydown for ever lolbs Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] I'm feeling really down but things can only go up from here once I take a few days to rest and recover."
391,"I've been sick for over a week. Coughing and a sore throat. Oh, and now I'm losing my voice. Greaaattt SickBeforeFinals",Im really sick right before finals but at least it isn’t during finals.,['thankfulness'],"I've been sick for over a week. Coughing and a sore throat. Oh, and now I'm losing my voice. Greaaattt SickBeforeFinals Strategy: ['thankfulness']",['thankfulness'] ,['thankfulness'] Im really sick right before finals but at least it isn’t during finals.
392,So apparently my shoulder is still too fucked up to do anything normal . reallyfuckinpissed irked Crying,"I can't do my daily activites due to my shoulder injury, I can still sit and enjoy reading a book with a cup of coffee.",['optimism'],So apparently my shoulder is still too fucked up to do anything normal . reallyfuckinpissed irked Crying Strategy: ['optimism'],['optimism'] ,"['optimism'] I can't do my daily activites due to my shoulder injury, I can still sit and enjoy reading a book with a cup of coffee."
393,Anyone take AP lit last year that could offer a few tips for tomorrow's exam?,I would be happy to get someone who took AP lit last year to offer some tips for tomorrow’s exam.,['optimism'],Anyone take AP lit last year that could offer a few tips for tomorrow's exam? Strategy: ['optimism'],['optimism'] ,['optimism'] I would be happy to get someone who took AP lit last year to offer some tips for tomorrow’s exam.
394,"entrepreneurs if you are stressed out and burnt out, you may need a total body transformation",Body transformations are amazing for stress,['neutralizing'],"entrepreneurs if you are stressed out and burnt out, you may need a total body transformation Strategy: ['neutralizing']",['neutralizing'] ,['neutralizing'] Body transformations are amazing for stress
395,Ive been trying force creativity so hard that I haven't slept much in 2 days,I have been immersed in creativity till i have'nt had a sleep in the last two days.,"['neutralizing', 'thankfulness']","Ive been trying force creativity so hard that I haven't slept much in 2 days Strategy: ['neutralizing', 'thankfulness']","['neutralizing', 'thankfulness'] ","['neutralizing', 'thankfulness'] I have been immersed in creativity till i have'nt had a sleep in the last two days."
396,"update on lacrosse for me, I'm sore, I'm tired, we won, and there's only 2-3 weeks left.","I am sore and tired from lacrosse, but we won the game which is the most important thing.","['neutralizing', 'optimism']","update on lacrosse for me, I'm sore, I'm tired, we won, and there's only 2-3 weeks left. Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] I am sore and tired from lacrosse, but we won the game which is the most important thing."
397,"Got the worst headache ever. That power rangers tour was just to much, canny be dealing with fighting maws n da's for free toys",I hope to get over this headache caused by the power rangers tour. It would be good to stop playing.,"['growth', 'neutralizing', 'optimism']","Got the worst headache ever. That power rangers tour was just to much, canny be dealing with fighting maws n da's for free toys Strategy: ['growth', 'neutralizing', 'optimism']","['growth', 'neutralizing', 'optimism'] ","['growth', 'neutralizing', 'optimism'] I hope to get over this headache caused by the power rangers tour. It would be good to stop playing."
398,Going to Dublin today but it wouldn't be Belgium if those trains would be ON time would it? Ofcourse not fun not exited,"Sometimes delays happen, I'm sure I can still get there in time, or let them know that I will be arriving late.","['growth', 'impermanence', 'optimism']","Going to Dublin today but it wouldn't be Belgium if those trains would be ON time would it? Ofcourse not fun not exited Strategy: ['growth', 'impermanence', 'optimism']","['growth', 'impermanence', 'optimism'] ","['growth', 'impermanence', 'optimism'] Sometimes delays happen, I'm sure I can still get there in time, or let them know that I will be arriving late."
399,Who knew pharmacy is such a crazy job. Don't think this job is for me but ill stick it in a little further.,"Pharmacy is not a good job. Though this does not seem to be the right job for me, I’ll stick to it for some more time.",['neutralizing'],Who knew pharmacy is such a crazy job. Don't think this job is for me but ill stick it in a little further. Strategy: ['neutralizing'],['neutralizing'] ,"['neutralizing'] Pharmacy is not a good job. Though this does not seem to be the right job for me, I’ll stick to it for some more time."
400,"What is wrong with this school?! Quiz on Fri, then no school Mon, come back Tues got another quiz then Finals on Wed.","As my school gives me more activities, my constancy grows to exceed limits.","['growth', 'neutralizing']","What is wrong with this school?! Quiz on Fri, then no school Mon, come back Tues got another quiz then Finals on Wed. Strategy: ['growth', 'neutralizing']","['growth', 'neutralizing'] ","['growth', 'neutralizing'] As my school gives me more activities, my constancy grows to exceed limits."
401,I WISH YOU WOULD JUST CHILL OUT! I am working as hard as I can,I am doing the best I can rifht now.,['neutralizing'],I WISH YOU WOULD JUST CHILL OUT! I am working as hard as I can Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] I am doing the best I can rifht now.
402,Finally THe Boys r in bed so just Standing Here for another half an Hour and Then I can go downstairs and do what I want to!!!,"Finally, my sweet Boys are in bed, so I'm just standing here and watching over them for another half an hour. Then I can go downstairs and relax!!!","['neutralizing', 'thankfulness']","Finally THe Boys r in bed so just Standing Here for another half an Hour and Then I can go downstairs and do what I want to!!! Strategy: ['neutralizing', 'thankfulness']","['neutralizing', 'thankfulness'] ","['neutralizing', 'thankfulness'] Finally, my sweet Boys are in bed, so I'm just standing here and watching over them for another half an hour. Then I can go downstairs and relax!!!"
403,"Was expecting thfc 2 do their usual stuff ie self implosion.I'm disappointed, now self imprisoned in a bowl of cookies and cofee nxa",They may have another chance to perform a self-implosion.,['neutralizing'],"Was expecting thfc 2 do their usual stuff ie self implosion.I'm disappointed, now self imprisoned in a bowl of cookies and cofee nxa Strategy: ['neutralizing']",['neutralizing'] ,['neutralizing'] They may have another chance to perform a self-implosion.
404,I just want to look into the future and see what job ill have so I can pick a damn major already!,"So hard to pick a major, but soon I will be settled at college and working towards my dream job!","['impermanence', 'optimism']","I just want to look into the future and see what job ill have so I can pick a damn major already! Strategy: ['impermanence', 'optimism']","['impermanence', 'optimism'] ","['impermanence', 'optimism'] So hard to pick a major, but soon I will be settled at college and working towards my dream job!"
405,I'm really not looking forward to being the delivery driver tonight on these roads. (Or any road for that matter),I need to find ways to avoid driving on dangerous road conditions while doing my delivery job.,"['growth', 'neutralizing']","I'm really not looking forward to being the delivery driver tonight on these roads. (Or any road for that matter) Strategy: ['growth', 'neutralizing']","['growth', 'neutralizing'] ","['growth', 'neutralizing'] I need to find ways to avoid driving on dangerous road conditions while doing my delivery job."
406,I have such a crazy week ahead and all I wanna do is sleep it off. busy,This week has been a tough one and some sleep would do me good.,"['neutralizing', 'optimism']","I have such a crazy week ahead and all I wanna do is sleep it off. busy Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] This week has been a tough one and some sleep would do me good."
407,"Reduce workplace stress. Causes include long hours, heavy workload and conflicts with coworkers or bosses. stressed",Work causes stress to people and people just need to learn to deal with it.,['impermanence'],"Reduce workplace stress. Causes include long hours, heavy workload and conflicts with coworkers or bosses. stressed Strategy: ['impermanence']",['impermanence'] ,['impermanence'] Work causes stress to people and people just need to learn to deal with it.
408,The fact that I've been up since 5am I'm still late for work. ! The triduum is not supposed to be this stressful!,"I've been up since 5am, and I'm still late for work. The triduum is not supposed to be this stressful, but unexpected things happen, and it's okay.",['impermanence'],The fact that I've been up since 5am I'm still late for work. ! The triduum is not supposed to be this stressful! Strategy: ['impermanence'],['impermanence'] ,"['impermanence'] I've been up since 5am, and I'm still late for work. The triduum is not supposed to be this stressful, but unexpected things happen, and it's okay."
409,I seriously wish I were 21 right nowI need a drink to take this edge off,"Looking forward to being 21, then I can have a drink to take this edge off!",['neutralizing'],I seriously wish I were 21 right nowI need a drink to take this edge off Strategy: ['neutralizing'],['neutralizing'] ,"['neutralizing'] Looking forward to being 21, then I can have a drink to take this edge off!"
410,"I Hate it Here I want to Die. I ordered a whore and all it did was make things worse. She even tried ripping me off! God, I fricken hate my life. Maybe I do need to go see my parents.",I am at a bad place in my life but it will get better soon.,"['impermanence', 'neutralizing']","I Hate it Here I want to Die. I ordered a whore and all it did was make things worse. She even tried ripping me off! God, I fricken hate my life. Maybe I do need to go see my parents. Strategy: ['impermanence', 'neutralizing']","['impermanence', 'neutralizing'] ","['impermanence', 'neutralizing'] I am at a bad place in my life but it will get better soon."
411,Quit gambling for a reason&feel like that's all I have been doing with life choices this past week. choices needprayer godswork,Since I've quit gambling I've been able to focus on the important things to better myself.,"['growth', 'optimism']","Quit gambling for a reason&feel like that's all I have been doing with life choices this past week. choices needprayer godswork Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] Since I've quit gambling I've been able to focus on the important things to better myself."
412,I wish I had a bae who would be there when I got home with halls and Kleenex and a coffee dreamingatwork sick,Missing not having someone to take care of me when I'm sick. I think this has shown me I need to get out dating soon then I can find someone great.,"['neutralizing', 'optimism', 'thankfulness']","I wish I had a bae who would be there when I got home with halls and Kleenex and a coffee dreamingatwork sick Strategy: ['neutralizing', 'optimism', 'thankfulness']","['neutralizing', 'optimism', 'thankfulness'] ","['neutralizing', 'optimism', 'thankfulness'] Missing not having someone to take care of me when I'm sick. I think this has shown me I need to get out dating soon then I can find someone great."
413,Anyone else here that is claustrophobic and had a root canal where they used a rubber dam? anxiety,Time to get this root canal taken care of.,['growth'],Anyone else here that is claustrophobic and had a root canal where they used a rubber dam? anxiety Strategy: ['growth'],['growth'] ,['growth'] Time to get this root canal taken care of.
414,Lost my keys and spilled my coffee.. Not a good way to start my finals week,"I lost my keys and spilled my coffee, not a good way to start my final's week. I hope it is over soon, so I can rest.","['impermanence', 'optimism']","Lost my keys and spilled my coffee.. Not a good way to start my finals week Strategy: ['impermanence', 'optimism']","['impermanence', 'optimism'] ","['impermanence', 'optimism'] I lost my keys and spilled my coffee, not a good way to start my final's week. I hope it is over soon, so I can rest."
415,"Every time I log into Nelnet to make a loan payment, I feel like the number never goes down","Making loan payments feels like a neverending task, but I know I won't last forever and I'll get it done.",['impermanence'],"Every time I log into Nelnet to make a loan payment, I feel like the number never goes down Strategy: ['impermanence']",['impermanence'] ,"['impermanence'] Making loan payments feels like a neverending task, but I know I won't last forever and I'll get it done."
416,"Haven't been feeling like me the past couple of days, and still feeling horrible. exhausted",I hope I am able to recover my health in the next few days and get well.,['optimism'],"Haven't been feeling like me the past couple of days, and still feeling horrible. exhausted Strategy: ['optimism']",['optimism'] ,['optimism'] I hope I am able to recover my health in the next few days and get well.
417,"Interview tomorrow with the college I want to go to, plus a maths exam. nervous scared . :/","Looking forward to tomorrow evening, post being done with college interview and math exam.",['impermanence'],"Interview tomorrow with the college I want to go to, plus a maths exam. nervous scared . :/ Strategy: ['impermanence']",['impermanence'] ,"['impermanence'] Looking forward to tomorrow evening, post being done with college interview and math exam."
418,when youre too tired and too hungry to stay asleepis it the end of the month yet? exhausted,I hope all these efforts change my life for the better.,"['impermanence', 'neutralizing', 'optimism']","when youre too tired and too hungry to stay asleepis it the end of the month yet? exhausted Strategy: ['impermanence', 'neutralizing', 'optimism']","['impermanence', 'neutralizing', 'optimism'] ","['impermanence', 'neutralizing', 'optimism'] I hope all these efforts change my life for the better."
419,"I desperately want school to be over, but I need it to last longer so I can pull up my grades",This extra time at school will allow me to get my grades up.,"['neutralizing', 'optimism']","I desperately want school to be over, but I need it to last longer so I can pull up my grades Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] This extra time at school will allow me to get my grades up."
420,Wen ppl chill on da toilet seat for no reason wen I need to use the bathroom,"Other people are in the bathroom I want to use, but I'm sure they'll be out soon.",['impermanence'],Wen ppl chill on da toilet seat for no reason wen I need to use the bathroom Strategy: ['impermanence'],['impermanence'] ,"['impermanence'] Other people are in the bathroom I want to use, but I'm sure they'll be out soon."
421,love what the future is going to bring but hate the feeling of getting there,"Although change is uncomfortable, I know that I won't be uncomfortable forever.",['impermanence'],love what the future is going to bring but hate the feeling of getting there Strategy: ['impermanence'],['impermanence'] ,"['impermanence'] Although change is uncomfortable, I know that I won't be uncomfortable forever."
422,Fuckin don't know what to do. Just want summer so I can work and not see the same people everyday,"I don't know what to do. But soon summer is coming, and I can work without see the same people every day, then it will be great.","['neutralizing', 'optimism']","Fuckin don't know what to do. Just want summer so I can work and not see the same people everyday Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] I don't know what to do. But soon summer is coming, and I can work without see the same people every day, then it will be great."
423,You know it sucks when you almost have a mental break down in class. :'( sad,I hope my mental health improves in the coming days.,['optimism'],You know it sucks when you almost have a mental break down in class. :'( sad Strategy: ['optimism'],['optimism'] ,['optimism'] I hope my mental health improves in the coming days.
424,No one can even begin to feel how I'm feeling right now. This has been the worst week of my life. overwhelmed canigetabreak :(,Working through these hard emotions teaches me how to handle even harder ones!,['growth'],No one can even begin to feel how I'm feeling right now. This has been the worst week of my life. overwhelmed canigetabreak :( Strategy: ['growth'],['growth'] ,['growth'] Working through these hard emotions teaches me how to handle even harder ones!
425,My horoscope says difficulty communicating this week. So does that mean people won't understand the F word?,My horoscope says difficulty communicating this week. So I need to be patient with people in order to have a good relantionship,['neutralizing'],My horoscope says difficulty communicating this week. So does that mean people won't understand the F word? Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] My horoscope says difficulty communicating this week. So I need to be patient with people in order to have a good relantionship
426,You know you are disoriented when you try to open a car that isn't yours wtf,Tried to open a car that wasn't mine although it's a funny story to tell.,"['neutralizing', 'optimism']","You know you are disoriented when you try to open a car that isn't yours wtf Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] Tried to open a car that wasn't mine although it's a funny story to tell."
427,"Time is flying, there is so much to get done, and so little time to do it! overwhelmed",There are a lot of things to be done in very little time but I can accomplish it if I put in some hard work.,"['neutralizing', 'optimism']","Time is flying, there is so much to get done, and so little time to do it! overwhelmed Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] There are a lot of things to be done in very little time but I can accomplish it if I put in some hard work."
428,"When life just never goes the right way, EVER! sad sick lonely annoyed depression anxietyproblems",Life can only get better from here!,['optimism'],"When life just never goes the right way, EVER! sad sick lonely annoyed depression anxietyproblems Strategy: ['optimism']",['optimism'] ,['optimism'] Life can only get better from here!
429,I feel like a chicken with its head cut off running around like a maniac right now,I'm getting a ton of stuff done right now.,['optimism'],I feel like a chicken with its head cut off running around like a maniac right now Strategy: ['optimism'],['optimism'] ,['optimism'] I'm getting a ton of stuff done right now.
430,If I die this semester from my work load at least will get all A's! Even though she will be down a bridesmaid!,I know this effort will pay off when I get an A.,['growth'],If I die this semester from my work load at least will get all A's! Even though she will be down a bridesmaid! Strategy: ['growth'],['growth'] ,['growth'] I know this effort will pay off when I get an A.
431,How can I be winning 2-0 on fifa and in the last 10 mins concede 3 wtf!!!!,I hope to win in last 10 mins,['self_affirmation'],How can I be winning 2-0 on fifa and in the last 10 mins concede 3 wtf!!!! Strategy: ['self_affirmation'],['self_affirmation'] ,['self_affirmation'] I hope to win in last 10 mins
432,"Sitting in an emty room the fuck out Expecting the worst, Hoping for the best :/ :(  feeling alone","Sitting in an empty room may feel lonely now, but the temporary respite and quiet solitude will help me enjoy my visits with friends and family even more.","['impermanence', 'optimism']","Sitting in an emty room the fuck out Expecting the worst, Hoping for the best :/ :(  feeling alone Strategy: ['impermanence', 'optimism']","['impermanence', 'optimism'] ","['impermanence', 'optimism'] Sitting in an empty room may feel lonely now, but the temporary respite and quiet solitude will help me enjoy my visits with friends and family even more."
433,Of course the week I decide to leave town I have 2 tests and a paper to do :/,"AL life always has improvisers, and this is one of them, but that just makes it more exciting.",['optimism'],Of course the week I decide to leave town I have 2 tests and a paper to do :/ Strategy: ['optimism'],['optimism'] ,"['optimism'] AL life always has improvisers, and this is one of them, but that just makes it more exciting."
434,"Good grief, what a day! I'd trade my drive home for a tropical bar in a heartbeat!","Not every day can be easy I guess, time to relax.","['growth', 'neutralizing', 'optimism']","Good grief, what a day! I'd trade my drive home for a tropical bar in a heartbeat! Strategy: ['growth', 'neutralizing', 'optimism']","['growth', 'neutralizing', 'optimism'] ","['growth', 'neutralizing', 'optimism'] Not every day can be easy I guess, time to relax."
435,15 page research paper on the conflict between Isreal and Palestine due next Friday that I haven't started,I know that if I start now my 15-page article on the Israeli-Palestinian conflict I can finish by next Friday.,"['growth', 'optimism']","15 page research paper on the conflict between Isreal and Palestine due next Friday that I haven't started Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] I know that if I start now my 15-page article on the Israeli-Palestinian conflict I can finish by next Friday."
436,"Seriously hate my professor, gave us a pop quiz the day before a test and a 6 pg case study due on the day of the test",My studies are tough but I must be strong enough to overcome stress.,['growth'],"Seriously hate my professor, gave us a pop quiz the day before a test and a 6 pg case study due on the day of the test Strategy: ['growth']",['growth'] ,['growth'] My studies are tough but I must be strong enough to overcome stress.
437,Im so nervous for my team tomorrow . Been down all week like 11-3 or 10-4 in a 1 week playoff. Somehow took a 7-6-2 lead tonight thanks to Trout. Praying Snell and Co. can lead me to the championship round .,"Thanks to Trout I got a 7-6-2 lead tonight, Snell and Co. could actually lead me to the championship round.","['neutralizing', 'optimism']","Im so nervous for my team tomorrow . Been down all week like 11-3 or 10-4 in a 1 week playoff. Somehow took a 7-6-2 lead tonight thanks to Trout. Praying Snell and Co. can lead me to the championship round . Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] Thanks to Trout I got a 7-6-2 lead tonight, Snell and Co. could actually lead me to the championship round."
438,trying to buy a house in the middle of the NBAPlayoffs is not a good idea.,Trying to buy a house in the middle of the NBAPlayoffs is challenging!,['neutralizing'],trying to buy a house in the middle of the NBAPlayoffs is not a good idea. Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] Trying to buy a house in the middle of the NBAPlayoffs is challenging!
439,the reason why I'm wide awake right now is unexplainable and is gonna hurt me bad in the morning,"I don’t know why I am not able to sleep, but I hope to get up fresh in the morning","['neutralizing', 'optimism']","the reason why I'm wide awake right now is unexplainable and is gonna hurt me bad in the morning Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] I don’t know why I am not able to sleep, but I hope to get up fresh in the morning"
440,Sitting here looking through my notes and thinking when the fuck did we learn this? studying finals screwed,"Need to focus on learning my notes from class, finals coming up",['impermanence'],Sitting here looking through my notes and thinking when the fuck did we learn this? studying finals screwed Strategy: ['impermanence'],['impermanence'] ,"['impermanence'] Need to focus on learning my notes from class, finals coming up"
441,I guarantee il be dead this tine next week when my cw is finally finished..if im not dead youll find me in hospital,"Finishing this classwork is draining my energy, but I am looking forward to being relieved soon.","['neutralizing', 'optimism']","I guarantee il be dead this tine next week when my cw is finally finished..if im not dead youll find me in hospital Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] Finishing this classwork is draining my energy, but I am looking forward to being relieved soon."
442,i cant fall asleep because im having a panic attack because of this stupid chem test,"I can't sleep worrying about my chem test, It's really important for me to get good grades","['neutralizing', 'self_affirmation']","i cant fall asleep because im having a panic attack because of this stupid chem test Strategy: ['neutralizing', 'self_affirmation']","['neutralizing', 'self_affirmation'] ","['neutralizing', 'self_affirmation'] I can't sleep worrying about my chem test, It's really important for me to get good grades"
443,"It's official. I'm not doing softball anymore. My recital's Thursday, my grades are horrid, idk what to do. dissapointed",If I stop doing so many activities at the same time I can concentrate only on one.,"['growth', 'self_affirmation']","It's official. I'm not doing softball anymore. My recital's Thursday, my grades are horrid, idk what to do. dissapointed Strategy: ['growth', 'self_affirmation']","['growth', 'self_affirmation'] ","['growth', 'self_affirmation'] If I stop doing so many activities at the same time I can concentrate only on one."
444,Just woke up from an hour nap and I still have a lot of homework >;_<; Whhhhyyyyy Tired Hormonal,My nap gave me enough energy to tackle my homework.,['neutralizing'],Just woke up from an hour nap and I still have a lot of homework >;_<; Whhhhyyyyy Tired Hormonal Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] My nap gave me enough energy to tackle my homework.
445,Do I have a scandal???!! lols (How's that possible when I'm NOT in a relationship or hooking up with anyone?! but if there's one I'd like to see it and interested to know who is playing as ME),"I know that people will talk, that's only because of how successful I have become!","['growth', 'impermanence', 'neutralizing', 'self_affirmation']","Do I have a scandal???!! lols (How's that possible when I'm NOT in a relationship or hooking up with anyone?! but if there's one I'd like to see it and interested to know who is playing as ME) Strategy: ['growth', 'impermanence', 'neutralizing', 'self_affirmation']","['growth', 'impermanence', 'neutralizing', 'self_affirmation'] ","['growth', 'impermanence', 'neutralizing', 'self_affirmation'] I know that people will talk, that's only because of how successful I have become!"
446,"A little bit of Florida, a little bit of Georgia, and a whole lota country in my soul countrytunes",I love country tunes they’re the best.,['thankfulness'],"A little bit of Florida, a little bit of Georgia, and a whole lota country in my soul countrytunes Strategy: ['thankfulness']",['thankfulness'] ,['thankfulness'] I love country tunes they’re the best.
447,I literally took half of Ms.Dalton's room today and put it on my table for my mock tomorrow!,I have all the resources I need for mock tomorrow.,['thankfulness'],I literally took half of Ms.Dalton's room today and put it on my table for my mock tomorrow! Strategy: ['thankfulness'],['thankfulness'] ,['thankfulness'] I have all the resources I need for mock tomorrow.
448,I need a convo with because he just gets it Stressed trying not to break down,I need to have a conversation with him as I feel that he completely understands me and makes me feel better.,['optimism'],I need a convo with because he just gets it Stressed trying not to break down Strategy: ['optimism'],['optimism'] ,['optimism'] I need to have a conversation with him as I feel that he completely understands me and makes me feel better.
449,"If I was a girl in a chick flick, now would be the time I'd cry in the broom closet.",Having a rough time at the moment but better things are round the corner.,['optimism'],"If I was a girl in a chick flick, now would be the time I'd cry in the broom closet. Strategy: ['optimism']",['optimism'] ,['optimism'] Having a rough time at the moment but better things are round the corner.
450,totally fed up with this bid now! :-( haven't even thought about my presentation yet :-(,"OK, I'm going to get this bid out of my mind, so I can focus on my presentation.",['growth'],totally fed up with this bid now! :-( haven't even thought about my presentation yet :-( Strategy: ['growth'],['growth'] ,"['growth'] OK, I'm going to get this bid out of my mind, so I can focus on my presentation."
451,Left all my history notes in history class. Bout to fail this nine weeks test,"I've decided, for my next history test, I'm going to start studying a couple of weeks before the test, so I can pass with flying colors.",['growth'],Left all my history notes in history class. Bout to fail this nine weeks test Strategy: ['growth'],['growth'] ,"['growth'] I've decided, for my next history test, I'm going to start studying a couple of weeks before the test, so I can pass with flying colors."
452,Worried about my pantomime I have to present tomorrow Not sure how to act it out!!!,I have a pantomime tomorrow but I know I'll do amazing.,"['neutralizing', 'optimism']","Worried about my pantomime I have to present tomorrow Not sure how to act it out!!! Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] I have a pantomime tomorrow but I know I'll do amazing."
453,Math Midterm Check! Sociology Final Check! Time to start studying for Anatomy Midterm Thursday! X-Mas break can't come soon enough,Math Midterm Check! Sociology Final Check! Time to start studying for Anatomy Midterm Thursday! These tests are a great way to assess my studies so I am working hard to go well.,['growth'],Math Midterm Check! Sociology Final Check! Time to start studying for Anatomy Midterm Thursday! X-Mas break can't come soon enough Strategy: ['growth'],['growth'] ,['growth'] Math Midterm Check! Sociology Final Check! Time to start studying for Anatomy Midterm Thursday! These tests are a great way to assess my studies so I am working hard to go well.
